"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Australia","AUS","Real interest rate (%)","FR.INR.RINR","","2.21300040711399","5.58285215341879","3.27431528719617","1.72299357902031","2.25893738338988","2.62521244830464","0.477382937381195","3.26463083063631","1.06165580044752","1.68307972577089","1.96900658248178","0.78727379889843","-1.51836450804569","-6.03962884750838","-5.32833683284709","-3.58898687646383","-1.38301334485284","1.05989087921745","0.455171205866759","-0.0300401087936114","2.10803825344621","1.40434754607017","2.05247610956846","3.36589232027739","7.44904722452763","8.08780191354038","7.49280897564577","6.41057362147805","6.58859937171805","9.64543734379876","10.0683177659678","8.95375896737405","8.46454833944349","8.00673624067663","8.1016609635085","6.85829756987094","5.87017460283478","5.34290010537991","6.2069518619826","5.03064439858578","2.03568147810198","3.40348201739243","3.39159773131115","3.64801094116908","3.42237294471174","2.42509266770069","3.06756066079361","4.18230033508502","1.04414113735465","6.20693077242061","1.46269082295697","4.82078501106008","6.35625117147311","4.44726708692185","6.3210138308977","5.85795895010104","",
"Austria","AUT","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.93067300379605","5.40246757063053","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9559076769868","6.36700960862753","16.7690791975976","13.8204114617172","8.91253294961826","6.83636768389188","0.765383345651177","5.89564534116325","-1.52988184234567","-6.26121703599362","48.0557163766546","6.10377760638816","-2.91904023073574","15.0681139941897","17.6722699008565","18.5198218439692","28.9529068196677","1.53893436278627","",
"Burundi","BDI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","-0.451262624468101","-11.2032255104012","-3.76686094684203","19.2292447871319","5.98831967000893","5.23492170071387","-4.4500633975392","6.59678082637493","16.9803375449621","15.9633910723132","8.22173811217485","-2.40262501093853","5.99714247210359","8.34847760205678","7.83342951124339","5.59112035511844","7.09083343306942","-0.72726846136651","","","","0.245048218495445","-16.6791975363575","2.73290368859207","18.2520363137537","5.61440230267608","4.5145211805175","-0.346579249514471","13.8337831904253","9.29961052258102","-6.02472223936593","5.38440921612204","0.103918607906812","-0.929038494639887","-0.950038464254703","1.75332334470245","6.80027670380873","9.987210204878","10.0511780400238","",
"Belgium","BEL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","12.2321677512815","7.37152785095092","7.70469749866837","8.11967633004085","7.56388641386981","7.43283940589281","7.5225347901459","6.60442714408092","5.99811833806218","9.90891808797904","9.71880195110076","9.25841865548861","7.51901641124614","7.17215473877726","7.10911140850568","6.69287332750301","6.10833859744386","5.39424197806791","6.10502574267172","5.83746527159938","6.22589741457824","5.92889559801674","4.82988414543662","4.62774239570704","4.48891775381693","5.06479292558786","6.43416948022328","7.15606002921067","8.65455546773508","7.47612642908869","7.35099697367203","7.37960861847253","8.3662668517025","8.77612823700909","8.29278260113683","7.79266841552657","",
"Benin","BEN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15935249711849","2.72140852308365","4.33258724160924","-1.55449735449735","2.57430382309103","4.37318467022295","1.62543087641471","-2.43183344143818","3.9480967150663","5.5510922794303","5.13112008733062","5.78926574642956","",
"Burkina Faso","BFA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.694628587565133","5.05748978844239","4.21378199174951","-2.65627089379842","2.70935678854073","-1.41948913638306","-1.20513092897897","-0.703029045580538","7.69297217968095","5.9472747064564","8.54608492488843","-0.615557270459478","",
"Bangladesh","BGD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","34.7584861385852","14.6814534777502","-11.6374902697912","-1.38987505537017","-5.29261214433447","1.91575196410772","1.95181983417005","3.23745670024452","3.82332514256952","-5.48133622326992","5.30749313281142","4.39199516779017","7.91115737591059","7.07233716886508","8.88671888670931","12.8367514330462","12.1052606722747","14.8214318073078","10.1319294451417","6.39793291168276","-4.3168326399826","9.82634391322905","7.82564810966881","8.97864304756307","8.99820323722306","9.25695571916244","8.38969935757469","5.88445427995391","5.58235561096319","5.7642691214207","5.46695750268507","5.78914785076068","4.66174257174024","6.14653832728063","4.73613754607852","5.06420237870107","5.34330921717459","5.98868431935963","6.88590023173311","5.51264477866552","3.44926955791579","",
"Bulgaria","BGR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-53.2854066811764","9.06847550183763","17.0524851192017","17.261174869694","10.4601563308197","93.9374494914323","-70.4322034562817","-13.6769609185904","11.2630384574459","3.86618838165222","4.71251472751892","5.22154077476852","6.13430566966067","3.06633340922183","2.0257977355721","2.01469977940527","-0.961889499379365","1.02024668571489","7.00409746053814","9.9269466793346","4.38856212685844","8.03393068807474","9.82205317622362","7.78944589013437","5.14170888074982","4.07132349580863","",
"Bahrain","BHR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","31.899078880184","6.79616153081577","5.67650699259481","4.26721433414044","3.41972661628227","11.4748705922866","15.8180442537609","14.294301790096","3.15013764667973","10.4967030867902","12.099822197302","11.1609455375469","20.2848631275658","8.84268358322294","-14.1459933800106","14.5456518664337","4.67523622359611","-0.138077522508306","-2.78108630248648","-5.19904964998518","-0.796831845031488","-0.15594009517698","-2.82081175588815","24.0617021084089","-0.180112630343749","-2.68423959584847","2.93595714698516","5.52902329899412","7.66702646718953","16.0310656699166","","",
"Bahamas, The","BHS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","6.94438712310392","7.6392372461525","7.09268098930946","0.525916094917774","0.75128739365729","-5.68308500562301","7.04469061043252","4.73974026382948","7.58791858973764","1.72652926047568","4.38524364451918","2.26450422769064","7.40576480108499","7.0588398037985","3.736699612727","6.28283730836486","4.02073497716903","8.38172841184007","4.59138684334836","5.90021857339019","5.70956069687378","-20.7425281827432","3.59118084440874","1.35688111684923","5.03178480027269","5.62651455005564","1.96149009204865","4.79007975140331","4.74878907541768","0.461501818105108","4.63366742483574","2.47939366721668","3.94760329702664","6.60895804110161","5.91314124439472","5.97340854762388","-20.5322601127402","4.57831407110479","1.85862329335289","-2.04591791402294","4.7203846657283","",
"Bosnia and Herzegovina","BIH","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.2887560578989","30.3308430558774","1.32763604176138","","7.88256345117373","9.86758495922352","7.51582440096136","6.59970711271445","0.169380157855059","0.825634263663103","-0.215785242066446","7.74912623280927","6.3945843489079","4.87646822920682","6.47914551996577","7.27750976046365","5.58097978806686","4.35981962610169","3.69085454895425","",
"Belarus","BLR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-85.1207123828506","-87.849047183196","-63.886733232743","5.60669569932409","-23.2156006067247","-28.0828110409981","-63.7610164558329","-41.2295567565142","-18.1401862592101","-5.52846921609897","-5.13471696072159","-4.70086288863266","-6.399672645674","-1.72186698016406","-3.80757148733208","-10.4472928358316","5.66896975635918","-5.07838349536003","-33.4929719305478","-31.7974285486081","-1.73166102945467","0.53567478927062","","","",
"Belize","BLZ","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","10.2241723401016","8.85884534767818","3.68034291676283","7.73715517711552","4.57947739306484","21.9730764830573","","","","","10.0944673446395","4.58899521994371","8.94119827295885","11.5652856175803","10.9211338170924","17.2439435010158","9.9065121555273","12.5094654614934","10.799174495651","9.06215240904605","14.0545747708078","18.034786466781","14.7752258019712","18.9314311180396","15.4750940527633","15.7118348277236","12.8559829768882","17.710853739115","11.63509650748","11.2712284622374","9.31374260162945","9.04788357366693","11.1063364813061","17.6166738497048","12.6027732893665","8.77269614922982","10.294119358031","10.2272922516311","8.46548935985182","11.1408742156442","9.27880298319001","",
"Bermuda","BMU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","6.01251776964821","2.35991978062805","10.0504784257778","-43.8599750579058","-57.0552550486109","-85.7025371787919","-97.8120636404648","-49.779639990082","30.3968363405997","18.9501428451315","21.2807346545438","21.971143649612","19.9321676701472","28.5447789145901","44.4076299548996","44.1131551322778","35.5300950403924","39.7798661759375","41.9516007872006","30.2290500353699","32.1815224643965","27.9483964963774","17.8530968093278","17.3230577455452","10.6586079736972","6.02233274902976","10.0756693486705","-1.55933401891989","5.11071557707005","3.16363453103224","15.1460393041453","1.0410413368842","-3.2171779542166","3.76719032460218","4.77002948904448","7.49119904372157","13.3088035264194","9.87086031665539","",
"Brazil","BRA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4090536314639","77.6172620131265","67.0627077238176","48.112919041743","45.6378306546997","48.3401956184684","46.4476784095088","43.7791718221297","44.635117210251","41.2401722178714","35.0225195981146","35.3669538822564","34.7919377409368","29.1157890450193","32.8334624794944","26.5820586518577","18.4988935274181","22.4037009914695","33.4157508219134","40.4009934470507","",
"Barbados","BRB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.90482418852471","10.7770687143863","4.08719396768046","5.82890747027967","6.73456313001855","7.25500388969268","8.83821863687655","0.975699624513123","4.73772256675566","11.6872934520275","7.1556166076559","7.53147368438731","7.29302918792786","2.37064352626345","2.34303091993686","6.95746416214577","5.80703742926356","8.46581396736394","8.8856681659455","8.31375495601143","4.52715912246548","9.11212995325049","9.74331078616275","8.50055713171722","9.61095672172096","11.5988552555527","",
"Brunei Darussalam","BRN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.541347546287","-5.46084714400853","-18.2270122953957","11.7488836451894","5.10668078537922","-0.569825437592307","-8.96238536172462","-11.1701021290985","-4.13249944166551","4.33102543162265","-6.38260335073912","35.4151176012295","-9.58818021268441","-12.2153799939922","4.22671119937404","8.56607275393358","7.65952140554926","27.8296319364962","16.1651319276744","",
"Bhutan","BTN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","7.01018982245117","7.8390214750388","4.50549181618904","8.17156742860735","7.79401808509229","14.5374166440976","0.261941897930483","8.99895862648534","8.78937824499881","5.73337196471822","7.04800530535729","8.14661776394108","2.78950330070729","7.35987108312111","7.35161734968372","3.12449663766282","4.96822698626436","7.97195260265514","13.4072726233862","9.95920860296622","9.88621486865854","11.5583420695111","10.7996595994426","7.69150285685211","8.14790597850335","10.5608280788321","7.66369340449824","8.48702210303608","7.56187267977073","4.96545081053552","4.41402105230605","7.82662135733812","6.40325268922632","10.1329298615091","9.509733503374","",
"Botswana","BWA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","-1.55665498917784","9.72190950390689","19.7818913141621","4.25720165449614","-2.96896350871052","-9.27115319531364","-2.68386492096155","-2.39060478543997","-12.1141666206502","-5.26368231641505","1.48163823609311","6.32797889298231","6.90244647169898","1.63797035769948","4.06788511822647","6.77649372099253","-1.38848066101701","8.23043536997005","3.63607202804559","0.473255913388896","1.14582525748906","6.86638438682302","14.8447009979468","12.7261594028246","5.15195656692344","0.230180572471795","8.36041736620967","10.7573146430887","11.2788519862628","6.85039093717767","2.33045676528745","-4.65130825980599","11.1246848706813","9.68808853031233","-2.59499703892063","6.07489192388134","-3.76725353880009","",
"Central African Republic","CAF","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","-2.18760264340128","-6.56606288817555","-1.64459549486468","-7.37236117739769","1.25749991983313","10.9255219599881","-16.1356346173195","15.9768907602206","14.0434887128095","9.37981253192626","10.2910265126506","11.0847670626251","18.608186556351","14.5824093318221","21.6340551601794","-5.55616663156544","5.5524445232423","26.4812899464321","21.0036786995039","22.5073692865554","17.2122145177064","12.4355557980401","20.1548805604485","20.8668179431131","16.4438230535883","23.4823521051241","11.8542334863601","12.6918910346822","12.887037746529","","","","","","","","","","",
"Canada","CAN","Real interest rate (%)","FR.INR.RINR","","5.12262667662934","4.23424139842395","3.61434419385163","3.07092950694112","2.33287132925325","0.971010802914467","1.4512056605007","3.16573712271535","3.30369084536924","1.98952616036342","1.57138499824436","0.0943103036860256","-1.86064674380905","-3.86125945669312","-1.15496216610249","0.497511076593739","1.59504793311943","2.89347893708104","2.64609202662198","3.79607570338182","7.68666769653479","6.40812435665359","5.10960295511272","8.24371276014738","7.02128445705177","7.23175331426665","4.54348388742219","6.01551612930959","8.23199276839106","10.2870009338575","6.6378981558825","5.88927319907857","4.57495200843339","5.32634441862678","6.24410496071176","4.24391147928499","3.77393787513503","6.79686937342899","4.44890371521637","2.80767106119227","4.08649327584608","2.92767876190324","1.38641910867867","0.696916965815465","1.23088609023178","3.11759770851257","2.69591966534165","0.696304001126553","4.80020883383736","-0.26235529791102","-0.234448747232939","1.75728671819652","1.39276743922765","1.08307557541536","3.5821417693953","2.08210586209623","",
"Central Europe and the Baltics","CEB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","-0.0956902092506837","-1.04772071416607","3.07939677213929","1.66766396580435","3.14779151644492","2.35397255943867","2.97623439717278","2.2211203407356","2.31078851610599","2.69481947772683","2.29271323171491","5.55810878261916","3.9878765252406","4.27003911982383","4.7050305619971","4.80330895928136","4.89687599284503","4.18867014553873","3.78052013400771","2.74252668747877","3.25005942288713","4.19593327211015","2.11837648294747","2.84179898496818","2.4123286217443","0.916671496928074","0.718001158424519","1.28909307781703","2.38037497009366","2.4085043757468","2.36794165924161","2.86734176310213","2.66319691040155","3.33627306838588","3.30143676926703","3.23110288080552","",
"Channel Islands","CHI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","30.420090382475","19.0984515660685","9.55073419756897","13.9587135687617","36.2555255771366","52.2110934043532","9.05159996203722","19.5243675960005","-1.21143326793629","4.03791191926065","5.41692630735258","-0.414447087225852","19.562129163044","21.5546991960102","5.91842611023627","9.25942519389819","10.8603139991826","5.13320170350891","5.80121429815899","13.5400121843446","12.2340714051335","18.9296152713703","10.1131850997076","10.1384536123584","7.73159921881538","4.22276078016897","1.52987059143435","-2.52433147048357","-0.896491771785491","-3.71134383401724","3.16432728831726","13.3223297420224","2.48041240930163","-3.86139718387228","5.73860806980186","8.82733839711607","7.14401959015339","2.03714590193394","1.23914695204751","1.75584711333799","",
"China","CHN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","1.21586422442079","2.67858245733444","7.26924841537991","6.03629373610229","2.10312043091599","-2.0663375880327","3.09625835677073","2.72921951191435","-2.76161279278114","2.50055772498113","3.43856643586264","1.83346578349214","0.408280499531104","-3.66503819624625","-7.97724778364842","-1.41684830233164","3.36043870975333","6.90581616839646","7.34817842026667","7.20986021161505","3.71201682621677","3.73066325103919","4.67686131548757","2.6358824236141","-1.28496144699747","1.61435765826233","2.10924007781444","-0.310763330808952","-2.33466335089468","5.45119721887502","-1.06078004740461","-1.472140107992","3.52322328997498","3.69259692477446","4.73242418191319","4.25269738403826","3.0904412995146","",
"Cote d'Ivoire","CIV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11811848646826","3.07239911800547","1.7553700649777","-3.43085833471711","2.76929660385227","-0.0914949828892861","3.72367774880147","0.924530352235126","2.577372326267","1.32869432471888","2.04047279101105","3.96972557078041","",
"Cameroon","CMR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","-2.30633844894676","-1.09053778340389","3.86010909168188","0.460561486203253","1.54033411867747","0.834689487032371","2.97954644596143","13.2969314663754","15.7695659180888","12.5423526271472","17.1307049317954","16.5844034953798","14.0748294615948","19.2950313888909","-15.9813035806054","7.18970593827475","10.4837750121871","20.7051188385405","15.5424442333263","16.9609828029007","23.3815855916154","15.9532504217715","18.9294954414083","15.8661445424431","17.7693951423404","15.7021474842203","16.7919347055985","11.5855499682099","13.9090216461322","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.621857553228","23.6664410701922","19.7092464832437","23.5798036158688","33.3129696390297","30.2469950613901","19.4926068551309","18.5011580492529","14.0041806706921","19.8430268433775","19.0577396662016","",
"Congo, Rep.","COG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","-6.9184349502826","-7.61087352673156","-13.1381497970268","4.67280312066983","5.32416322604355","-0.0993606541711612","9.26984894830184","57.4250902359811","3.2505727866585","19.2143744271069","-0.21647276098112","14.6801369026525","19.921432876393","19.6484384810553","18.8017778303731","-14.0785578369187","12.1901031783735","3.3969070364416","16.2297533467067","49.184540782473","-5.68615243693862","-17.0294266405799","40.1881597388334","20.0882476351951","23.2395760754133","1.02113680053837","-3.01887719912698","-2.68820165190932","13.7235071753167","","","","","","","","","","",
"Colombia","COL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","9.04499763677451","14.3691182705932","11.6873865434506","14.7227041876153","15.1810049633965","16.5947238232301","12.3158883275718","6.14334441597516","-3.36554785402025","20.0810690067793","21.4977921918242","14.8787535216199","23.9308115944087","11.6725078122662","-9.84710703318274","13.3324808384772","9.77520490049482","7.82379797813067","7.27050966235957","8.52927418792156","6.73014974598136","9.8458841029478","8.94413190585597","9.28378492109015","5.3200751696674","4.21147604937264","9.31755281122355","8.81717846672454","8.6191993643316","8.78107680719335","8.30684726800206","",
"Comoros","COM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","-0.180017557101604","8.32716325751179","7.40513116954293","7.08349183391101","9.47169901913613","10.8524547716301","","","","","","","","","","","7.42357910931884","17.2284742909871","3.10208569843902","7.51587762798342","6.3948405987059","7.36202111619152","10.650432335145","7.16618378596539","6.71711810378243","4.96386113774087","6.62950360372437","6.37999792573228","7.67443384919689","8.03682493784931","9.05325227049115","7.63719234422495","6.83953561759886","3.32528022766134","",
"Cabo Verde","CPV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","-2.8089359881085","-9.27935766847779","-3.67554067883902","-2.08390629232031","6.10933377771251","-6.53681191108533","2.83989072070943","4.35283383070452","6.19312611762315","7.4792774127795","4.96942534630982","14.7217701563419","-26.3495212540346","56.248078370606","13.7597487676834","12.6150311675638","12.9997102270157","12.8934780089648","4.10665346635799","21.5412679993264","7.31663458970581","13.5858874350945","7.44422897117694","20.3085985141545","14.3417805746085","4.98410311354899","1.65480982861747","6.22243740193683","8.61468710265611","10.481870255391","6.94842451744029","9.29595657055866","8.96365030733949","11.0567592185908","10.0933724480604","10.5697652753033","",
"Costa Rica","CRI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","-32.1286215815662","-24.3520918945041","0.0987355707222003","3.18569757330378","2.10516656119034","10.326318058257","6.58915431248692","11.9876008069594","13.186810413734","9.9902660923133","7.32627820472295","17.796755800196","15.0165572978321","12.7678517516645","9.55772254581455","6.86794650831913","9.20599986236239","12.8688132703278","14.0346403303862","12.8224014861706","15.069645468637","13.4216549845704","8.79686455625753","10.2143456125511","8.0953975542944","2.04735998623665","3.95790526975667","9.01054242612712","9.87138964420232","11.09289321106","13.2782435561722","10.7439097915153","8.58699700719259","11.2770915954595","9.13116140817466","",
"Caribbean small states","CSS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","0.899071444986844","0.0946898192914762","-1.86637926295161","-3.65637745858146","-4.51440430675902","-3.01529221007116","-1.22570774536234","3.76544414560587","0.756207940267153","3.1535569520026","4.65607288965434","4.94710170858351","5.62661069000674","4.05554687210105","3.38306869923894","4.92067784706453","2.79005938641642","4.0045241784791","3.38398197350586","-3.35967819986469","5.85085401070139","3.95004030402653","4.48629730356094","5.30903207631511","3.98525514414473","3.72654766463802","6.39080715404403","2.88243571975782","3.88227146694364","2.94665816807037","3.11028685627482","3.44492397717557","","","","","","","","","","",
"Czech Republic","CZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.73344204224757","0.691074542936954","3.38363953761162","2.33773122368001","4.46582415543132","2.60576884459522","5.52051926483296","5.302291476879","2.20015156270808","3.90273075413108","4.73831912626494","2.07476354164786","5.69880897042214","4.86910017519699","2.19307697342329","4.11307980608398","3.30534433087201","7.41903759226521","5.6956873256639","3.88995618861839","3.4880497947577","2.11253824996061","3.08071675766987","2.63871070139659","",
"Germany","DEU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","3.64974402838562","4.16932315408304","6.24662837343528","10.0893405098448","8.5298506605009","7.04426289294053","7.67894161174411","7.25120606924812","5.58137447788191","6.99005389966436","6.52752673762546","6.85928324192008","7.92661755009241","9.09677741679892","7.89022299669841","8.36839469222004","9.11440470116949","8.79489586144091","9.33733780490535","8.84354217752376","8.35606244924545","8.46427445253625","10.1253303931939","8.62206324588854","8.2357206953365","","","","","","","","","","","","","","","",
