source,yyyymmdd,events,temperature,humidity,windspeed,precipitation
DHAHRAN WEATHER,20140405,,22,30,16,0
DHAHRAN WEATHER,20140406,,22,28,18,0
DHAHRAN WEATHER,20140407,,23,34,14,0
DHAHRAN WEATHER,20140408,,23,48,8,0
DHAHRAN WEATHER,20140409,,26,39,13,0
DHAHRAN WEATHER,20140410,,29,35,13,0
DHAHRAN WEATHER,20140411,,30,28,14,0
DHAHRAN WEATHER,20140412,,29,24,23,0
DHAHRAN WEATHER,20140413,,28,21,13,0
DHAHRAN WEATHER,20140414,,30,33,14,0
DHAHRAN WEATHER,20140415,,29,41,11,0
DHAHRAN WEATHER,20140416,,30,34,16,0
DHAHRAN WEATHER,20140417,,31,22,13,0
DHAHRAN WEATHER,20140418,,31,20,10,0
DHAHRAN WEATHER,20140419,,31,24,16,0
DHAHRAN WEATHER,20140420,,29,19,18,0
DHAHRAN WEATHER,20140421,,29,28,14,0
DHAHRAN WEATHER,20140422,,29,50,8,0
DHAHRAN WEATHER,20140423,,32,44,13,0
DHAHRAN WEATHER,20140424,,29,31,18,0
DHAHRAN WEATHER,20140425,,29,20,13,0
DHAHRAN WEATHER,20140426,,31,24,11,0
DHAHRAN WEATHER,20140427,,34,26,13,0
DHAHRAN WEATHER,20140428,,34,35,13,0
DHAHRAN WEATHER,20140429,,29,35,18,0
DHAHRAN WEATHER,20140430,,33,22,21,0
DHAHRAN WEATHER,20140501,"Rain,Thunderstorm",32,33,21,0
DHAHRAN WEATHER,20140502,,32,32,24,0
DHAHRAN WEATHER,20140503,,31,30,19,0
DHAHRAN WEATHER,20140504,,30,20,19,0
DHAHRAN WEATHER,20140505,,31,16,18,0
DHAHRAN WEATHER,20140506,,33,28,16,0
DHAHRAN WEATHER,20140507,,31,39,13,0
DHAHRAN WEATHER,20140508,,32,32,11,0
DHAHRAN WEATHER,20140509,,31,30,6,0
DHAHRAN WEATHER,20140510,,33,23,23,0
DHAHRAN WEATHER,20140511,,33,24,16,0
DHAHRAN WEATHER,20140512,,34,32,11,0
DHAHRAN WEATHER,20140513,,36,33,13,0
DHAHRAN WEATHER,20140514,,32,23,24,0
DHAHRAN WEATHER,20140515,,29,23,13,0
DHAHRAN WEATHER,20140516,,30,31,10,0
DHAHRAN WEATHER,20140517,,31,33,11,0
DHAHRAN WEATHER,20140518,,32,34,10,0
DHAHRAN WEATHER,20140519,,33,38,10,0
DHAHRAN WEATHER,20140520,,34,39,11,0
DHAHRAN WEATHER,20140521,,34,43,19,0
DHAHRAN WEATHER,20140522,,33,40,13,0
DHAHRAN WEATHER,20140523,,34,29,13,0
DHAHRAN WEATHER,20140524,,34,24,8,0
DHAHRAN WEATHER,20140525,,34,28,13,0
DHAHRAN WEATHER,20140526,,37,26,16,0
DHAHRAN WEATHER,20140527,,37,21,10,0
DHAHRAN WEATHER,20140528,,40,24,13,0
DHAHRAN WEATHER,20140529,,37,26,16,0
DHAHRAN WEATHER,20140530,,36,17,13,0
DHAHRAN WEATHER,20140531,,37,25,14,0
DHAHRAN WEATHER,20140601,,37,15,14,0
DHAHRAN WEATHER,20140602,,36,21,13,0
DHAHRAN WEATHER,20140603,,37,41,10,0
DHAHRAN WEATHER,20140604,,33,27,23,0
DHAHRAN WEATHER,20140605,,34,23,19,0
DHAHRAN WEATHER,20140606,,33,18,16,0
DHAHRAN WEATHER,20140607,,34,26,11,0
DHAHRAN WEATHER,20140608,,37,44,10,0
DHAHRAN WEATHER,20140609,,38,25,11,0
DHAHRAN WEATHER,20140610,,39,11,18,0
DHAHRAN WEATHER,20140611,,40,10,19,0
DHAHRAN WEATHER,20140612,,38,16,26,0
DHAHRAN WEATHER,20140613,,37,16,26,0
DHAHRAN WEATHER,20140614,,33,16,18,0
DHAHRAN WEATHER,20140615,,37,15,16,0
DHAHRAN WEATHER,20140616,,36,10,24,0
DHAHRAN WEATHER,20140617,,37,13,18,0
DHAHRAN WEATHER,20140618,,34,9,27,0
DHAHRAN WEATHER,20140619,,37,18,16,0
DHAHRAN WEATHER,20140620,,36,29,6,0
DHAHRAN WEATHER,20140621,,33,38,10,0
DHAHRAN WEATHER,20140622,,34,27,14,0
DHAHRAN WEATHER,20140623,,36,17,24,0
DHAHRAN WEATHER,20140624,,36,17,19,0
DHAHRAN WEATHER,20140625,,36,11,19,0
DHAHRAN WEATHER,20140626,,37,9,13,0
DHAHRAN WEATHER,20140627,,37,11,16,0
DHAHRAN WEATHER,20140628,,36,19,13,0
DHAHRAN WEATHER,20140629,,36,26,10,0
DHAHRAN WEATHER,20140630,,36,33,10,0
DHAHRAN WEATHER,20140701,,38,17,16,0
DHAHRAN WEATHER,20140702,,39,10,19,0
DHAHRAN WEATHER,20140703,,38,13,18,0
DHAHRAN WEATHER,20140704,,37,28,11,0
DHAHRAN WEATHER,20140705,,36,46,10,0
DHAHRAN WEATHER,20140706,,36,47,11,0
DHAHRAN WEATHER,20140707,,33,42,11,0
DHAHRAN WEATHER,20140708,,36,23,16,0
DHAHRAN WEATHER,20140709,,37,13,14,0
DHAHRAN WEATHER,20140710,,38,12,14,0
DHAHRAN WEATHER,20140711,,37,14,13,0
DHAHRAN WEATHER,20140712,,38,15,18,0
DHAHRAN WEATHER,20140713,,40,13,16,0
DHAHRAN WEATHER,20140714,,37,15,19,0
DHAHRAN WEATHER,20140715,,36,22,16,0
DHAHRAN WEATHER,20140716,,37,20,13,0
DHAHRAN WEATHER,20140717,,38,22,16,0
DHAHRAN WEATHER,20140718,,37,35,14,0
DHAHRAN WEATHER,20140719,,37,24,16,0
DHAHRAN WEATHER,20140720,,38,15,19,0
DHAHRAN WEATHER,20140721,,37,16,14,0
DHAHRAN WEATHER,20140722,,38,15,18,0
DHAHRAN WEATHER,20140723,,37,18,21,0
DHAHRAN WEATHER,20140724,,38,16,14,0
DHAHRAN WEATHER,20140725,,38,17,16,0
DHAHRAN WEATHER,20140726,,37,24,16,0
DHAHRAN WEATHER,20140727,,38,15,18,0
DHAHRAN WEATHER,20140728,,37,16,21,0
DHAHRAN WEATHER,20140729,,38,19,16,0
DHAHRAN WEATHER,20140730,,38,30,13,0
DHAHRAN WEATHER,20140731,,37,33,11,0
DHAHRAN WEATHER,20140801,,37,39,10,0
DHAHRAN WEATHER,20140802,,37,34,13,0
DHAHRAN WEATHER,20140803,,39,12,14,0
DHAHRAN WEATHER,20140804,,39,14,21,0
DHAHRAN WEATHER,20140805,,37,17,14,0
DHAHRAN WEATHER,20140806,,38,19,16,0
DHAHRAN WEATHER,20140807,,36,19,21,0
DHAHRAN WEATHER,20140808,,37,17,19,0
DHAHRAN WEATHER,20140809,,38,18,19,0
DHAHRAN WEATHER,20140810,,36,31,16,0
DHAHRAN WEATHER,20140811,,37,28,16,0
DHAHRAN WEATHER,20140812,,36,24,18,0
DHAHRAN WEATHER,20140813,,36,39,13,0
DHAHRAN WEATHER,20140814,,37,39,11,0
DHAHRAN WEATHER,20140815,,34,42,11,0
DHAHRAN WEATHER,20140816,,37,38,8,0
DHAHRAN WEATHER,20140817,,36,56,11,0
DHAHRAN WEATHER,20140818,,38,54,14,0
DHAHRAN WEATHER,20140819,,37,53,14,0
DHAHRAN WEATHER,20140820,,38,54,13,0
DHAHRAN WEATHER,20140821,,37,43,8,0
DHAHRAN WEATHER,20140822,,37,31,16,0
DHAHRAN WEATHER,20140823,,38,24,11,0
DHAHRAN WEATHER,20140824,,36,62,18,0
DHAHRAN WEATHER,20140825,,36,57,11,0
DHAHRAN WEATHER,20140826,,36,58,10,0
DHAHRAN WEATHER,20140827,,38,51,10,0
DHAHRAN WEATHER,20140828,,37,53,13,0
DHAHRAN WEATHER,20140829,,36,58,14,0
DHAHRAN WEATHER,20140830,,36,53,11,0
DHAHRAN WEATHER,20140831,,36,48,10,0
DHAHRAN WEATHER,20140901,,37,40,13,0
DHAHRAN WEATHER,20140902,,34,54,11,0
DHAHRAN WEATHER,20140903,,36,52,10,0
DHAHRAN WEATHER,20140904,,37,46,6,0
DHAHRAN WEATHER,20140905,,37,31,14,0
DHAHRAN WEATHER,20140906,,37,17,18,0
DHAHRAN WEATHER,20140907,,37,20,13,0
DHAHRAN WEATHER,20140908,,36,33,8,0
DHAHRAN WEATHER,20140909,,36,30,13,0
DHAHRAN WEATHER,20140910,,36,26,18,0
DHAHRAN WEATHER,20140911,,36,23,13,0
DHAHRAN WEATHER,20140912,,36,18,14,0
DHAHRAN WEATHER,20140913,,33,22,16,0
DHAHRAN WEATHER,20140914,,34,25,14,0
DHAHRAN WEATHER,20140915,,34,33,11,0
DHAHRAN WEATHER,20140916,,34,39,11,0
DHAHRAN WEATHER,20140917,,36,47,10,0
DHAHRAN WEATHER,20140918,,34,41,13,0
DHAHRAN WEATHER,20140919,,32,35,8,0
DHAHRAN WEATHER,20140920,,33,38,8,0
DHAHRAN WEATHER,20140921,,36,38,8,0
DHAHRAN WEATHER,20140922,,34,45,13,0
DHAHRAN WEATHER,20140923,Fog,33,47,11,0
DHAHRAN WEATHER,20140924,,34,29,18,0
DHAHRAN WEATHER,20140925,,32,34,18,0
DHAHRAN WEATHER,20140926,,31,41,11,0
DHAHRAN WEATHER,20140927,,31,62,10,0
DHAHRAN WEATHER,20140928,,32,56,10,0
DHAHRAN WEATHER,20140929,,31,59,8,0
DHAHRAN WEATHER,20140930,,31,57,8,0
DHAHRAN WEATHER,20141001,,33,53,11,0
DHAHRAN WEATHER,20141002,,33,50,10,0
DHAHRAN WEATHER,20141003,,33,42,11,0
DHAHRAN WEATHER,20141004,,33,37,13,0
DHAHRAN WEATHER,20141005,,30,56,18,0
DHAHRAN WEATHER,20141006,,31,57,11,0
DHAHRAN WEATHER,20141007,,32,45,16,0
DHAHRAN WEATHER,20141008,,31,32,16,0
DHAHRAN WEATHER,20141009,,30,33,18,0
DHAHRAN WEATHER,20141010,,29,50,14,0
DHAHRAN WEATHER,20141011,,31,55,10,0
DHAHRAN WEATHER,20141012,,32,33,13,0
DHAHRAN WEATHER,20141013,,33,31,16,0
DHAHRAN WEATHER,20141014,,30,59,10,0
DHAHRAN WEATHER,20141015,,31,57,8,0
DHAHRAN WEATHER,20141016,,33,62,14,0
DHAHRAN WEATHER,20141017,,32,55,14,0
DHAHRAN WEATHER,20141018,,31,55,14,0
DHAHRAN WEATHER,20141019,,29,44,13,0
DHAHRAN WEATHER,20141020,,33,42,16,0
DHAHRAN WEATHER,20141021,,34,36,18,0
DHAHRAN WEATHER,20141022,,29,42,24,0
DHAHRAN WEATHER,20141023,,27,43,16,0
DHAHRAN WEATHER,20141024,,27,49,16,0
DHAHRAN WEATHER,20141025,,28,51,16,0
DHAHRAN WEATHER,20141026,,28,49,14,0
DHAHRAN WEATHER,20141027,,28,52,13,0
DHAHRAN WEATHER,20141028,,27,52,14,0
DHAHRAN WEATHER,20141029,,27,64,10,0
DHAHRAN WEATHER,20141030,,29,49,13,0
DHAHRAN WEATHER,20141031,,30,55,16,0
DHAHRAN WEATHER,20141101,,30,52,19,0
DHAHRAN WEATHER,20141102,,28,49,18,0
DHAHRAN WEATHER,20141103,,24,38,13,0
DHAHRAN WEATHER,20141104,,29,36,16,0
DHAHRAN WEATHER,20141105,,27,40,26,0
DHAHRAN WEATHER,20141106,,23,39,21,0
DHAHRAN WEATHER,20141107,,20,21,24,0
DHAHRAN WEATHER,20141108,,20,32,14,0
DHAHRAN WEATHER,20141109,,21,41,14,0
DHAHRAN WEATHER,20141110,,23,37,16,0
DHAHRAN WEATHER,20141111,,21,33,14,0
DHAHRAN WEATHER,20141112,,20,43,13,0
DHAHRAN WEATHER,20141113,,20,45,11,0
DHAHRAN WEATHER,20141114,,23,50,8,0
DHAHRAN WEATHER,20141115,,23,53,10,0
DHAHRAN WEATHER,20141116,,22,60,8,0
DHAHRAN WEATHER,20141117,,22,57,11,0
DHAHRAN WEATHER,20141118,,24,63,13,0
DHAHRAN WEATHER,20141119,,24,62,13,0
DHAHRAN WEATHER,20141120,,22,56,14,0
DHAHRAN WEATHER,20141121,,21,55,13,0
DHAHRAN WEATHER,20141122,,23,60,8,0
DHAHRAN WEATHER,20141123,"Rain,Thunderstorm",24,63,14,0
DHAHRAN WEATHER,20141124,"Rain,Thunderstorm",24,71,19,5.08
DHAHRAN WEATHER,20141125,"Rain,Thunderstorm",24,71,16,1.02
DHAHRAN WEATHER,20141126,,21,70,18,0
DHAHRAN WEATHER,20141127,,24,52,14,0
DHAHRAN WEATHER,20141128,"Rain,Thunderstorm",20,74,11,8.89
DHAHRAN WEATHER,20141129,,20,68,18,0
DHAHRAN WEATHER,20141130,Rain,17,56,19,7.87
DHAHRAN WEATHER,20141201,,17,54,16,0
DHAHRAN WEATHER,20141202,,16,60,14,0
DHAHRAN WEATHER,20141203,,18,69,16,0
DHAHRAN WEATHER,20141204,,19,49,23,0
DHAHRAN WEATHER,20141205,,19,59,18,0
DHAHRAN WEATHER,20141206,,20,65,13,0
DHAHRAN WEATHER,20141207,,19,70,14,0
DHAHRAN WEATHER,20141208,,19,70,13,0
DHAHRAN WEATHER,20141209,,20,68,11,0
DHAHRAN WEATHER,20141210,Fog,20,77,6,0
DHAHRAN WEATHER,20141211,Fog,20,63,11,0
DHAHRAN WEATHER,20141212,,20,58,19,0
DHAHRAN WEATHER,20141213,,19,68,13,0
DHAHRAN WEATHER,20141214,Fog,20,79,8,0
DHAHRAN WEATHER,20141215,Fog,20,70,8,0
DHAHRAN WEATHER,20141216,,21,62,10,0
DHAHRAN WEATHER,20141217,,21,72,11,0
DHAHRAN WEATHER,20141218,,17,58,19,0
DHAHRAN WEATHER,20141219,,16,57,11,0
DHAHRAN WEATHER,20141220,,17,64,6,0
DHAHRAN WEATHER,20141221,,20,49,14,0
DHAHRAN WEATHER,20141222,,19,55,23,0
DHAHRAN WEATHER,20141223,,17,52,13,0
DHAHRAN WEATHER,20141224,,18,58,16,0
DHAHRAN WEATHER,20141225,,14,48,19,0
DHAHRAN WEATHER,20141226,,10,59,13,0
DHAHRAN WEATHER,20141230,,21,50,19,0
DHAHRAN WEATHER,20141231,,18,51,18,0
DHAHRAN WEATHER,20150101,,23,41,19,0
DHAHRAN WEATHER,20150114,,-,-,-,0
DHAHRAN WEATHER,20150129,,19,44,19,0
DHAHRAN WEATHER,20150130,,21,49,21,0
DHAHRAN WEATHER,20150131,,23,57,16,0
DHAHRAN WEATHER,20150201,,20,53,18,0
DHAHRAN WEATHER,20150202,,16,42,14,0
DHAHRAN WEATHER,20150203,,17,46,13,0
DHAHRAN WEATHER,20150204,Fog,20,62,16,0
DHAHRAN WEATHER,20150205,,20,56,14,0
DHAHRAN WEATHER,20150206,,19,53,14,0
DHAHRAN WEATHER,20150207,,17,32,11,0
DHAHRAN WEATHER,20150208,,21,63,14,0
DHAHRAN WEATHER,20150209,,23,44,24,0
DHAHRAN WEATHER,20150210,,22,52,24,0
DHAHRAN WEATHER,20150211,,26,51,29,0
DHAHRAN WEATHER,20150212,,26,40,26,0
DHAHRAN WEATHER,20150213,,20,56,23,0
DHAHRAN WEATHER,20150214,,21,59,16,0
DHAHRAN WEATHER,20150215,,20,46,16,0
DHAHRAN WEATHER,20150216,,19,55,13,0
DHAHRAN WEATHER,20150217,,23,46,10,0
DHAHRAN WEATHER,20150218,,20,58,21,0
DHAHRAN WEATHER,20150219,,20,62,13,0
DHAHRAN WEATHER,20150220,,24,57,14,0
DHAHRAN WEATHER,20150221,,18,39,26,0
DHAHRAN WEATHER,20150222,,14,32,19,0
DHAHRAN WEATHER,20150223,,13,36,21,0
DHAHRAN WEATHER,20150224,,14,48,14,0
DHAHRAN WEATHER,20150225,,17,55,10,0
DHAHRAN WEATHER,20150226,,19,55,14,0
DHAHRAN WEATHER,20150227,,18,44,19,0
DHAHRAN WEATHER,20150228,,17,51,11,0
DHAHRAN WEATHER,20150301,,20,44,8,0
DHAHRAN WEATHER,20150302,,21,55,11,0
DHAHRAN WEATHER,20150303,,20,44,13,0
DHAHRAN WEATHER,20150304,,20,37,10,0
DHAHRAN WEATHER,20150305,,18,42,18,0
DHAHRAN WEATHER,20150306,,19,33,16,0
DHAHRAN WEATHER,20150307,,21,23,19,0
DHAHRAN WEATHER,20150308,,19,40,13,0
DHAHRAN WEATHER,20150309,Fog,21,57,13,0
DHAHRAN WEATHER,20150310,,24,48,21,0
DHAHRAN WEATHER,20150311,,20,36,19,0
DHAHRAN WEATHER,20150312,,18,52,14,0
DHAHRAN WEATHER,20150313,,24,51,14,0
DHAHRAN WEATHER,20150314,,22,51,13,0
DHAHRAN WEATHER,20150315,,21,56,11,0
DHAHRAN WEATHER,20150316,"Rain,Thunderstorm",23,68,13,2.03
DHAHRAN WEATHER,20150317,"Rain,Thunderstorm",22,74,19,0
DHAHRAN WEATHER,20150318,"Rain,Thunderstorm",22,69,34,2.03
DHAHRAN WEATHER,20150319,"Rain,Thunderstorm",23,65,19,0
DHAHRAN WEATHER,20150320,Rain,26,53,21,2.03
DHAHRAN WEATHER,20150321,Rain,25,60,13,0
DHAHRAN WEATHER,20150322,"Rain,Thunderstorm",24,60,21,3.05
DHAHRAN WEATHER,20150323,,21,39,31,0
DHAHRAN WEATHER,20150324,,18,48,16,0
DHAHRAN WEATHER,20150325,"Rain,Thunderstorm",21,49,13,0
DHAHRAN WEATHER,20150326,"Rain,Thunderstorm",22,71,10,3.05
DHAHRAN WEATHER,20150327,,22,68,13,0
DHAHRAN WEATHER,20150328,,24,46,11,0
DHAHRAN WEATHER,20150329,,22,42,10,0
DHAHRAN WEATHER,20150330,,27,35,18,0
DHAHRAN WEATHER,20150331,,26,38,21,0
DHAHRAN WEATHER,20150401,,26,28,16,0
DHAHRAN WEATHER,20150402,,24,32,31,0
DHAHRAN WEATHER,20150403,,24,34,16,0
DHAHRAN WEATHER,20150404,,26,36,11,0
DHAHRAN WEATHER,20150405,,28,31,19,0
DHAHRAN WEATHER,20150406,,26,26,19,0
DHAHRAN WEATHER,20150407,,26,17,16,0
DHAHRAN WEATHER,20150408,,29,14,14,0
DHAHRAN WEATHER,20150409,,28,20,10,0
DHAHRAN WEATHER,20150410,,31,31,16,0
DHAHRAN WEATHER,20150411,,32,31,18,0
DHAHRAN WEATHER,20150412,,32,25,21,0
DHAHRAN WEATHER,20150413,,26,25,39,0
DHAHRAN WEATHER,20150414,,24,29,34,0
DHAHRAN WEATHER,20150415,,24,33,14,0
DHAHRAN WEATHER,20150416,,26,31,11,0
DHAHRAN WEATHER,20150417,,29,29,14,0
DHAHRAN WEATHER,20150418,,27,27,29,0
DHAHRAN WEATHER,20150419,,27,20,19,0
DHAHRAN WEATHER,20150420,,26,17,16,0
DHAHRAN WEATHER,20150421,,26,18,11,0
DHAHRAN WEATHER,20150422,,30,21,13,0
DHAHRAN WEATHER,20150423,,32,23,14,0
DHAHRAN WEATHER,20150424,,33,24,21,0
DHAHRAN WEATHER,20150425,,26,28,40,0
DHAHRAN WEATHER,20150426,,24,24,24,0
DHAHRAN WEATHER,20150427,,26,17,16,0
DHAHRAN WEATHER,20150428,,29,14,13,0
DHAHRAN WEATHER,20150429,,31,12,14,0
DHAHRAN WEATHER,20150430,,30,15,14,0
DHAHRAN WEATHER,20150501,,31,21,10,0
DHAHRAN WEATHER,20150502,,32,26,11,0
DHAHRAN WEATHER,20150503,,31,27,14,0
DHAHRAN WEATHER,20150504,,30,28,14,0
DHAHRAN WEATHER,20150505,,30,37,16,0
DHAHRAN WEATHER,20150506,"Rain,Thunderstorm",33,38,23,0
DHAHRAN WEATHER,20150507,"Rain,Thunderstorm",34,37,14,0
DHAHRAN WEATHER,20150508,,35,32,11,0
DHAHRAN WEATHER,20150509,Thunderstorm,36,30,14,0
DHAHRAN WEATHER,20150510,,34,25,16,0
DHAHRAN WEATHER,20150511,,36,30,16,0
DHAHRAN WEATHER,20150512,,31,32,13,0
DHAHRAN WEATHER,20150513,,33,17,11,0
DHAHRAN WEATHER,20150514,,36,13,11,0
DHAHRAN WEATHER,20150515,,31,25,23,0
DHAHRAN WEATHER,20150516,,33,21,27,0
DHAHRAN WEATHER,20150517,,32,15,31,0
DHAHRAN WEATHER,20150518,,33,12,16,0
DHAHRAN WEATHER,20150519,,32,13,19,0
DHAHRAN WEATHER,20150520,,33,12,14,0
DHAHRAN WEATHER,20150521,,34,16,10,0
DHAHRAN WEATHER,20150522,,35,24,8,0
DHAHRAN WEATHER,20150523,,37,28,16,0
DHAHRAN WEATHER,20150524,,36,22,14,0
DHAHRAN WEATHER,20150525,,33,18,21,0
DHAHRAN WEATHER,20150526,,34,13,18,0
DHAHRAN WEATHER,20150527,,33,19,13,0
DHAHRAN WEATHER,20150528,,34,13,18,0
DHAHRAN WEATHER,20150529,,37,15,21,0
DHAHRAN WEATHER,20150530,,33,35,10,0
DHAHRAN WEATHER,20150531,,35,39,11,0
DHAHRAN WEATHER,20150601,,36,23,13,0
DHAHRAN WEATHER,20150602,,37,14,14,0
DHAHRAN WEATHER,20150603,,39,11,16,0
DHAHRAN WEATHER,20150604,,38,19,32,0
DHAHRAN WEATHER,20150605,,35,40,14,0
DHAHRAN WEATHER,20150606,,33,57,10,0
DHAHRAN WEATHER,20150607,,34,39,11,0
DHAHRAN WEATHER,20150608,,34,26,24,0
DHAHRAN WEATHER,20150609,,36,15,24,0
DHAHRAN WEATHER,20150610,,34,27,14,0
DHAHRAN WEATHER,20150611,,33,35,13,0
DHAHRAN WEATHER,20150612,,34,22,16,0
DHAHRAN WEATHER,20150613,,36,18,21,0
DHAHRAN WEATHER,20150614,,34,17,18,0
DHAHRAN WEATHER,20150615,,36,14,23,0
DHAHRAN WEATHER,20150616,,36,13,16,0
DHAHRAN WEATHER,20150617,,33,15,16,0
DHAHRAN WEATHER,20150618,,37,17,18,0
DHAHRAN WEATHER,20150619,,39,17,18,0
DHAHRAN WEATHER,20150620,,37,12,21,0
DHAHRAN WEATHER,20150621,,34,14,24,0
DHAHRAN WEATHER,20150622,,37,17,24,0
DHAHRAN WEATHER,20150623,,37,12,26,0
DHAHRAN WEATHER,20150624,,34,11,16,0
DHAHRAN WEATHER,20150625,,37,12,16,0
DHAHRAN WEATHER,20150626,,33,19,13,0
DHAHRAN WEATHER,20150627,,33,23,11,0
DHAHRAN WEATHER,20150628,,34,19,14,0
DHAHRAN WEATHER,20150629,,34,20,16,0
DHAHRAN WEATHER,20150630,,34,14,21,0
DHAHRAN WEATHER,20150701,,33,18,23,0
DHAHRAN WEATHER,20150702,,37,17,21,0
DHAHRAN WEATHER,20150703,,36,31,14,0
DHAHRAN WEATHER,20150704,,34,43,8,0
DHAHRAN WEATHER,20150705,,38,26,14,0
DHAHRAN WEATHER,20150706,,38,10,27,0
DHAHRAN WEATHER,20150707,,38,10,34,0
DHAHRAN WEATHER,20150708,,37,12,24,0
DHAHRAN WEATHER,20150709,,38,13,19,0
DHAHRAN WEATHER,20150710,,37,15,14,0
DHAHRAN WEATHER,20150711,,39,16,16,0
DHAHRAN WEATHER,20150712,,39,31,14,0
DHAHRAN WEATHER,20150713,,37,49,8,0
DHAHRAN WEATHER,20150714,,37,51,10,0
DHAHRAN WEATHER,20150715,,36,45,10,0
DHAHRAN WEATHER,20150716,,39,21,11,0
DHAHRAN WEATHER,20150717,,40,10,19,0
DHAHRAN WEATHER,20150718,,38,14,26,0
DHAHRAN WEATHER,20150719,,39,13,16,0
DHAHRAN WEATHER,20150720,,39,23,11,0
DHAHRAN WEATHER,20150721,,39,19,14,0
DHAHRAN WEATHER,20150722,,38,32,11,0
DHAHRAN WEATHER,20150723,,40,50,11,0
DHAHRAN WEATHER,20150724,,37,38,13,0
DHAHRAN WEATHER,20150725,,38,39,13,0
DHAHRAN WEATHER,20150726,,37,45,11,0
DHAHRAN WEATHER,20150727,,37,42,10,0
DHAHRAN WEATHER,20150728,,39,33,8,0
DHAHRAN WEATHER,20150729,,40,27,13,0
DHAHRAN WEATHER,20150730,,38,29,14,0
DHAHRAN WEATHER,20150731,,38,43,10,0
DHAHRAN WEATHER,20150801,,38,44,13,0
DHAHRAN WEATHER,20150802,,38,50,11,0
DHAHRAN WEATHER,20150803,,37,52,10,0
DHAHRAN WEATHER,20150804,,39,50,11,0
DHAHRAN WEATHER,20150805,,39,41,11,0
DHAHRAN WEATHER,20150806,,37,36,13,0
DHAHRAN WEATHER,20150807,,37,43,10,0
DHAHRAN WEATHER,20150808,,37,48,10,0
DHAHRAN WEATHER,20150809,,37,35,11,0
DHAHRAN WEATHER,20150810,,38,17,19,0
DHAHRAN WEATHER,20150811,,38,22,16,0
DHAHRAN WEATHER,20150812,,37,25,21,0
DHAHRAN WEATHER,20150813,,37,27,14,0
DHAHRAN WEATHER,20150814,,37,30,11,0
DHAHRAN WEATHER,20150815,,37,38,11,0
DHAHRAN WEATHER,20150816,,37,52,11,0
DHAHRAN WEATHER,20150817,,37,40,10,0
DHAHRAN WEATHER,20150818,,38,36,8,0
DHAHRAN WEATHER,20150819,,38,41,10,0
DHAHRAN WEATHER,20150820,,38,50,13,0
DHAHRAN WEATHER,20150821,,38,57,11,0
DHAHRAN WEATHER,20150822,,36,49,11,0
DHAHRAN WEATHER,20150823,,39,42,11,0
DHAHRAN WEATHER,20150824,,37,46,10,0
DHAHRAN WEATHER,20150825,,38,35,10,0
DHAHRAN WEATHER,20150826,,38,47,8,0
DHAHRAN WEATHER,20150827,,38,37,11,0
DHAHRAN WEATHER,20150828,,39,24,16,0
DHAHRAN WEATHER,20150829,,39,27,16,0
DHAHRAN WEATHER,20150830,,38,36,11,0
DHAHRAN WEATHER,20150831,,38,51,6,0
DHAHRAN WEATHER,20150901,,38,43,11,0
DHAHRAN WEATHER,20150902,,37,22,18,0
DHAHRAN WEATHER,20150903,,37,20,16,0
DHAHRAN WEATHER,20150904,,37,49,11,0
DHAHRAN WEATHER,20150905,,37,47,19,0
DHAHRAN WEATHER,20150906,,34,50,13,0
DHAHRAN WEATHER,20150907,,37,42,11,0
DHAHRAN WEATHER,20150908,,37,27,14,0
DHAHRAN WEATHER,20150909,,37,53,21,0
DHAHRAN WEATHER,20150910,,-,-,-,0
DHAHRAN WEATHER,20150911,,33,60,13,0
DHAHRAN WEATHER,20150912,,31,68,11,0
DHAHRAN WEATHER,20150914,,36,36,14,0
DHAHRAN WEATHER,20150915,,36,30,13,0
DHAHRAN WEATHER,20150916,,34,27,10,0
DHAHRAN WEATHER,20150917,,38,34,11,0
DHAHRAN WEATHER,20150918,,36,23,16,0
DHAHRAN WEATHER,20150919,,37,20,13,0
DHAHRAN WEATHER,20150920,,37,33,11,0
DHAHRAN WEATHER,20150921,,34,52,8,0
DHAHRAN WEATHER,20150922,,33,53,10,0
DHAHRAN WEATHER,20150923,,36,52,8,0
DHAHRAN WEATHER,20150924,,34,37,16,0
DHAHRAN WEATHER,20150925,,33,34,13,0
DHAHRAN WEATHER,20150926,,32,37,11,0
DHAHRAN WEATHER,20150927,,34,34,10,0
DHAHRAN WEATHER,20150928,,33,43,10,0
DHAHRAN WEATHER,20150929,,33,41,13,0
DHAHRAN WEATHER,20150930,,33,58,13,0
DHAHRAN WEATHER,20151001,,33,53,14,0
DHAHRAN WEATHER,20151002,,33,57,8,0
DHAHRAN WEATHER,20151003,,33,34,13,0
DHAHRAN WEATHER,20151004,,34,32,11,0
DHAHRAN WEATHER,20151005,,33,35,13,0
DHAHRAN WEATHER,20151006,,34,32,10,0
DHAHRAN WEATHER,20151007,,34,46,13,0
DHAHRAN WEATHER,20151008,,33,49,13,0
DHAHRAN WEATHER,20151009,,34,34,11,0
DHAHRAN WEATHER,20151010,,34,52,18,0
DHAHRAN WEATHER,20151011,,33,38,19,0
DHAHRAN WEATHER,20151012,,31,31,19,0
DHAHRAN WEATHER,20151013,,30,31,13,0
DHAHRAN WEATHER,20151014,,29,52,10,0
