"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","4.03225806451611","1.07396640826842","3.64304545817689","3.12186849610731","3.99162804604577","5.83668775158168","5.55555555555582","3.87337536996473","5.21555996035706","6.31107971270435","3.36139107320899","3.22528797213993","2.999948097784","1.86948853615541","2.28037198258763","4.04402131190505","2.8836043031627","3.31577499115524","3.65737658137548","2.52993805918788","3.39562524612468","3.60871145889231","5.39120264004314","8.95773218758954","-2.13637157324953","2.0777390202778","4.37459579451505","0.571755528109512","-2.37226328015048","0.420998172168936","0.476485008378708","-0.89302001917186","",
"Afghanistan","AFG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6862687216714","7.2548955609027","8.48288926754491","30.5549406065734","-8.28307839459544","0.892536936481858","10.2016601415824","7.21825776057512","7.65431656732323","4.60433400900535","-1.53384658328176","2.16945217596356","",
"Angola","AGO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.608333333333","299.060500158853","1379.41427352858","948.811188811189","2671.7920722763","4145.10764738459","219.176721172975","107.284821528299","248.195902412867","324.996871601321","152.561022469299","108.89743608943","98.2237177041645","43.5419472520538","22.9637444394549","13.3032533614052","12.2486755229589","12.4737134078334","13.731451136511","14.4705411972156","13.4670153504455","10.2934943262183","8.77609093290935","7.27956154105362","10.2793267200442","34.7361593047613","",
"Albania","ALB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226.005421253526","85.0047512387157","22.5650526933696","7.79321853789192","12.7254778087105","33.1802743753955","20.6428588670596","0.389437653561637","0.0500181363468326","3.10758827031434","7.7705258343156","0.484002611818484","2.28001916938097","2.36658195679798","2.37072831904277","2.93268248162325","3.35924241776581","2.28050222182016","3.55226738790912","3.45034715267991","2.03159593996558","1.93761754903897","1.63177798824094","1.910016977929","1.28279883381882","",
"Andorra","AND","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","8.26666666599999","15.5282817502668","9.66969548151245","10.3174158877413","11.9892833221051","9.71603274954298","","9.62605664613174","10.7585034160146","8.33125575581145","5.4936655143209","8.11639795517108","7.25436179981633","6.7988584474884","4.22241666240771","5.91154496373498","7.74088603961335","8.45146240803874","9.00000000000004","9.3597515895313","9.37034415971454","5.11259890444309","6.54379068524171","4.68130623916414","3.55029585798816","3.12536579655858","2.64862252295795","1.81294613887087","1.87776885342176","1.62564790673542","2.48857875931906","3.79704017606909","3.29932587383915","3.98696025613607","5.17640028869535","11.2706652380848","3.52481380429233","3.98984146401508","4.8292497585421","4.72812072165807","3.27958455105929","2.89156626506023","1.85979151317848","","",
"United Arab Emirates","ARE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","27.2979928262695","13.3943427620626","28.3198826118858","23.8993710691822","22.1965851407479","28.6253776435043","31.9142689371696","29.2009793011357","16.210163652024","7.57485917580792","13.5868816315282","34.7325003032875","58.4458851071493","61.2490765471382","23.4748898678418","182.926829268293","443.965517241377","176.001811184063","175.514723976704","159.507115636537","100.764370305146","104.476042578908","164.776810573523","343.810676313216","626.718592068499","672.180651051976","90.0966050749309","131.327020980363","342.955110191568","3079.8097030531","2313.96466339752","171.671696468306","24.8999485988255","10.6114940961305","4.17734724366985","3.37611684980124","0.155695900742301","0.527258257063294","0.920336467095401","-1.1668954696999","-0.935939411978643","-1.06663550777859","25.8684978656634","13.4428492915644","4.41571792341903","9.63939954620815","10.9011245348844","8.8314129888502","8.58401375161149","6.28277431483129","10.7801154347422","9.46568627451001","10.0302590249304","10.6194330100695","","","","",
"Armenia","ARM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3373.47413912149","175.951325534584","18.6811856400358","13.9607641217912","8.67248632385155","0.648245760470338","-0.790883768934633","3.1459046468502","1.06004929341659","4.72155336605337","6.96126135875796","0.642343268242543","2.89235662458998","4.40736089644515","8.94995335353394","3.40676682683803","8.18157554355635","7.6512336379763","2.55547090012938","5.79378791735188","2.98098807302369","3.72658602789371","-1.27304397106376","",
"American Samoa","ASM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
